label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
1	N/A	0.5781	pig	Data Science	0.1165	636	basketball	1072 kg/s	976	584	soccer	1.0169	0.6152	202	0.3675
0	915 m^3	1.256	rabbit	Bioinformatics, Statistics	0.7404	575	volleyball	814 kg/s	1119	382	basketball	0.7629	0.2005	459	0.9072
0	1233 m^3	0.6976	cat	Statistics, Bioinformatics	0.8956	968	volleyball	1308 kg/s	704	-773	basketball	0.8983	-0.0864	820	0.6615
0	491 m^3	0.8625	rabbit	Statistics	0.4692	1095	golf	965 kg/s	1324	26	basketball	0.7739	0.1726	858	1.2824
2	823 m^3	-0.0642	ferret	Computer Game Design	0.8466	1308	baseball	903 kg/s	1078	645	volleyball	-0.2308	1.0963	520	1.416
0	748 m^3	0.6873	rabbit	Computer Game Design	0.7479	1016	golf	725 kg/s	551	-444	basketball	1.4457	0.1448	668	1.3781
4	-329 m^3	0.9103	bird	Computer Science	0.9532	571	volleyball	595 kg/s	949	283	tennis	1.3962	-0.1794	705	0.8772
5	905 m^3	0.7654	hamster	Robotics Engineering, Games and Playable Media, Biotechnology	1.5046	812	tennis	174 kg/s	304	681	track & field	0.5104	1.0547	1112	0.8247
4	229 m^3	1.1483	reptile	Computer Science	0.1767	551	ice hockey	885 kg/s	716	838	tennis	0.9496	-0.0612	829	0.4716
2	1358 m^3	0.2755	ferret	Computer Game Design	1.002	862	baseball	1427 kg/s	310	421	baseball, running	0.1567	1.0579	707	1.0446
4	421 m^3	1.1937	bird	Computer Science, Bioengineering, Applied Mathematics	0.8571	-47	ice hockey	855 kg/s	724	1460	basketball	0.9459	0.0908	677	0.5903
3	109 m^3	0.3422	chicken	Human Computer Interaction	0.9797	1243	motor sports	1111 kg/s	837	1230	football	1.3649	0.6776	864	1.0869
2	1038 m^3	0.1329	ferret	Computer Game Design	0.8167	1259	baseball	939 kg/s	581	436	volleyball, baseball	n/a	0.3823	624	0.9264
0	957 m^3	0.5058	cat	Statistics	0.3393	1442	volleyball	1207 kg/s	1205	-257	basketball	0.8036	0.358	567	0.7634
3	636 m^3	0.6145	chicken	Human Computer Interaction	0.8082	883	motor sports	742 kg/s	1421	760	football	0.6684	1.1617	397	1.1363
3	89 m^3	0.3575	chicken	Human Computer Interaction	0.8708	945	motor sports	1021 kg/s	546	706	boxing, motor sports	0.8069	1.193	1038	1.0444
1	1014 m^3	1.475	pig	Data Science	0.0878	612	track & field	1149 kg/s	1101	1108	soccer	0.35	0.7374	705	0.2228
5	878 m^3	0.8768	guinea pig	Technology and Information Management, Games and Playable Media	1.768	775	football	368 kg/s	1424	580	ice hockey	0.4235	0.6778	786	1.0419
5	1041 m^3	1.0545	guinea pig	Robotics Engineering, Biotechnology, Games and Playable Media, Technology and Information Management	0.7124	1346	soccer	-344 kg/s	1084	754	golf	0.6232	0.9425	741	1.1933
0	1003 m^3	0.3997	rat	Statistics, Computational Media	0.5378	983	boxing	1165 kg/s	635	229	basketball	0.7159	0.093	633	0.9185
3	404 m^3	0.4445	chicken	Natural Language Processing	0.4814	903	motor sports	999 kg/s	1073	1050	football, boxing	0.9985	0.9292	602	1.0799
1	995 m^3	0.919	dog	Data Science	0.4211	405	boxing	1270 kg/s	762	795	soccer	0.8011	0.7196	-200	0.4602
0	697 m^3	0.3423	rat	Statistics	0.4904	715	golf	1374 kg/s	467	-588	basketball	1.1036	0.6355	581	?
2	1400 m^3	0.0531	hamster	Computer Game Design	0.6114	1331	Badminton	877 kg/s	982	936	volleyball, baseball	0.4715	0.7482	1210	0.8153
4	-42 m^3	1.0337	chicken	Computer Science, Bioengineering	0.6378	202	ice hockey	177 kg/s	1354	1065	tennis	0.9894	-0.2666	711	0.8996
0	1032 m^3	0.5573	fish	Statistics	0.7863	1012	volleyball	728 kg/s	921	-20	basketball	0.9342	0.3678	239	0.9673
5	844 m^3	1.0844	rat	Games and Playable Media	1.0584	807	tennis	128 kg/s	299	1122	badminton, track & field	0.1357	1.2166	564	0.5457
3	211 m^3	0.0115	pig	Human Computer Interaction	1.3091	1291	motor sports	1269 kg/s	754	1191	motor sports, boxing	1.1509	0.8925	743	1.313
0	1228 m^3	0.7249	ferret	Computational Media	0.7143	882	golf	1010 kg/s	1187	147	basketball	1.0217	0.1238	736	1.828
4	379 m^3	1.2241	bird	Applied Mathematics, Bioengineering, Computer Engineering	1.1834	-122	ice hockey	-198 kg/s	786	1279	tennis	1.0547	0.1453	1054	1.1585
5	375 m^3	0.6714	guinea pig	Biotechnology, Robotics Engineering	1.0047	1001	tennis	271 kg/s	1290	1561	golf	0.0572	0.362	901	1.029
5	778 m^3	0.7472	rat	Games and Playable Media	1.2833	802	soccer	-320 kg/s	756	1000	golf, ice hockey, badminton	0.1807	1.0817	1229	1.0206
1	915 m^3	1.0218	pig	Data Science	0.8666	521	boxing	902 kg/s	1273	-20	soccer	1.0626	0.4354	663	0.2908
5	822 m^3	0.9873	guinea pig	Robotics Engineering, Technology and Information Management, Biotechnology, Games and Playable Media	1.2049	589	football	-401 kg/s	880	1325	golf	0.2758	0.5974	889	0.8454
0	1203 m^3	0.3428	cat	Bioinformatics, Statistics	0.4216	1055	volleyball	750 kg/s	301	226	basketball	0.8027	0.2365	918	1.281
2	668 m^3	0.172	ferret	Computer Game Design	1.1466	1088	baseball	779 kg/s	210	820	running, baseball	0.075	0.7198	465	0.8358
3	513 m^3	0.64	chicken	Human Computer Interaction	0.6582	1037	motor sports	588 kg/s	1005	814	football, motor sports	0.6495	0.8308	1012	0.8304
3	-20 m^3	0.6867	chicken	Natural Language Processing	1.0455	373	motor sports	1211 kg/s	1258	910	motor sports	0.8734	0.5728	1104	0.5093
4	-82 m^3	1.2254	reptile	Computer Game Design	1.0253	424	ice hockey	712 kg/s	873	1175	tennis	0.944	0.1036	283	0.7809
5	1132 m^3	0.472	hamster	Technology and Information Management, Robotics Engineering, Games and Playable Media, Electrical Engineering	0.9254	983	track & field	NULL	957	1177	badminton, track & field	0.7403	0.859	927	0.908
3	349 m^3	0.4897	chicken	Natural Language Processing	1.2244	904	motor sports	1205 kg/s	1436	1292	football	0.7289	1.1403	938	0.9632
1	1052 m^3	1.5388	pig	Data Science	0.6641	514	boxing	723 kg/s	589	747	soccer	0.8982	0.823	-86	0.5805
0	588 m^3	0.895	rabbit	Computational Media, Bioinformatics	0.8408	1050	volleyball	964 kg/s	837	367	basketball	0.4826	0.4925	1135	1.2908
5	606 m^3	0.8448	rat	Electrical Engineering, Technology and Information Management, Games and Playable Media	0.4549	940	soccer	-7 kg/s	1088	1257	badminton	0.4543	1.4613	1255	1.2812
0	1124 m^3	0.2639	cat	Statistics, Computational Media	1.0997	890	volleyball	974 kg/s	1179	232	basketball	1.028	0.1266	821	1.2862
1	1095 m^3	1.2813	dog	Data Science	0.1606	624	track & field	947 kg/s	1149	664	Soccer	1.2185	0.8096	369	0.409
4	160 m^3	0.9614	reptile	Bioengineering, Applied Mathematics	0.6156	-39	ice hockey	772 kg/s	1279	849	tennis	1.2374	-0.0997	12	1.0046
5	903 m^3	0.8202	rat	Electrical Engineering, Technology and Information Management, Biotechnology	0.8144	596	ice hockey	-322 kg/s	999	1333	golf, track & field	0.2908	1.1296	708	0.7721
4	226 m^3	0.7906	REPTILE	Computer Science	1.1799	63	ice hockey	64 kg/s	975	1291	tennis	1.1276	0.1866	188	1.129
5	834 m^3	0.6606	guinea pig	bIOTECHNOLOGY, gAMES AND pLAYABLE mEDIA	0.7782	1109	soccer	-450 kg/s	1049	702	tennis	0.2095	1.1877	900	0.7678
5	868 m^3	0.4011	rat	Biotechnology, Games and Playable Media	1.5553	986	soccer	-187 kg/s	712	997	track & field	0.4888	1.2406	1165	0.8364
3	369 m^3	0.1129	chicken	Human Computer Interaction	0.7654	1314	motor sports	972 kg/s	985	1208	football	0.9727	0.9526	1146	0.6143
4	-8 m^3	1.418	bird	Applied Mathematics	1.0559	371	ice hockey	1026 kg/s	564	573	tennis	0.7765	0.0441	883	0.5261
3	412 m^3	0.2312	chicken	Human Computer Interaction	1.1088	959	motor sports	867 kg/s	718	577	boxing, football	1.1532	0.7747	1228	1.1084
5	667 m^3	0.7338	dog	Games and Playable Media, Technology and Information Management, Biotechnology	0.8666	450	motor sports	203 kg/s	449	?	ice hockey, badminton, golf	0.0783	1.2596	1011	1.6359
3	55 m^3	0.2438	chicken	Natural Language Processing	1.0184	923	motor sports	1277 kg/s	1216	1167	football	1.1659	1.0606	759	0.7886
5	1135 m^3	0.6683	bird	Games and Playable Media	1.5581	623	badminton	301 kg/s	966	1430	golf, badminton, track & field	0.2374	1.1251	1244	0.8478
3	125 m^3	-0.0046	chicken		1.0845	1363	motor sports	811 kg/s	992	733	boxing	1.496	0.6618	1147	0.902
5	448 m^3	0.9614	guinea pig	Games and Playable Media, Electrical Engineering, Technology and Information Management, Biotechnology	0.4702	1050	soccer	124 kg/s	828	1053	badminton	0.4212	1.0594	697	1.2571
1	847 m^3	1.0527	pig	Data Science	-0.0703	404	track & field	1109 kg/s	1007	810	soccer	1.0522	0.6142	45	0.646
1	614 m^3	1.1492	dog	Data Science	0.3668	397	track & field	1130 kg/s	940	1306	soccer	1.2799	0.8271	415	0.4852
5	1070 m^3	0.7894	guinea pig	Biotechnology	1.5469	488	soccer	-311 kg/s	681	848	track & field, golf, ice hockey	0.4379	1.3321	833	0.7966
0	836 m^3	0.4711	fish	Computational Media	0.5376	1394	golf	1431 kg/s	926	-113	basketball	0.5772	0.3942	626	0.9499
4	358 m^3	0.9118	reptile	Computer Engineering, Bioengineering	0.9055	-59	ice hockey	465 kg/s	849	955	tennis	0.8877	-0.1196	459	0.6478
1	941 m^3	0.801	pig	Data Science	0.3381	353	basketball	852 kg/s	1000	1018	soccer	1.0484	0.874	537	0.3494
1	968 m^3	1.0422	pig	Data Science	0.4103	891	track & field	712 kg/s	923	773	soccer	0.6798	0.5256	255	0.4691
5	881 m^3	0.7717	guinea pig	Technology and Information Management	0.5611	1146	soccer	-146 kg/s	871	1202	badminton, track & field, golf	0.5263	?	544	0.5343
1	660 m^3	0.8856	bird	Data Science	-0.0284	625	track & field	543 kg/s	694	1372	soccer	0.608	0.6266	87	0.5212
2	961 m^3	0.0468	ferret	computer game design	0.6811	NULL	badminton	944 kg/s	409	607	running, baseball	-0.2447	0.6736	791	0.8621
0	986 m^3	0.3883	rabbit	Bioinformatics	0.884	658	golf	854 kg/s	758	555	basketball	1.153	0.1488	908	0.6357
3	692 m^3	0.3704	chicken	Applied Mathematics	1.2141	783	motor sports	1060 kg/s	1169	1443	motor sports, boxing	0.8313	0.6707	1111	0.8751
5	781 m^3	1.0023	hamster	Robotics Engineering, Technology and Information Management	1.3352	728	tennis	163 kg/s	1467	1217	ice hockey	0.3587	1.2535	464	1.164
3	365 m^3	0.2584	chicken	Natural Language Processing	0.4879	926	Motor Sports	1259 kg/s	907	1226	boxing	1.5505	0.9241	816	0.9435
2	607 m^3	0.1731	ferret	Computer Game Design	0.4088	1180	badminton	1287 kg/s	347	512	running, volleyball	0.3201	0.3096	564	0.9735
0	1269 m^3	n/a	fish	Statistics, Computational Media	0.8047	1024	volleyball	1281 kg/s	765	707	basketball	1.131	0.442	686	1.0287
3	5 m^3	0.8891	chicken	Human Computer Interaction	0.2881	885	motor sports	836 kg/s	1166	1134	boxing	1.2015	0.9827	1010	0.6667
2	1063 m^3	-0.1671	ferret	Computer Game Design	0.5983	279	baseball	649 kg/s	-15	45	motor sports, boxing	-0.2182	0.6526	721	0.6206
3	691 m^3	0.0959	chicken	human computer interaction	0.9613	979	motor sports	1213 kg/s	1171	1595	soccer	1.0748	0.9497	1082	1.0123
1	1219 m^3	1.1015	dog	Data Science	0.6552	947	basketball	754 kg/s	1113	740	soccer	0.9673	0.6446	2	0.3393
0	1034 m^3	0.6883	fish	Statistics	0.3167	1036	golf	486 kg/s	1599	-104	volleyball, baseball	0.9434	0.183	736	1.0442
5	895 m^3	0.9254	guinea pig	Biotechnology, Technology and Information Management	1.3639	666	running	-102 kg/s	824	1029	track & field, golf	0.5178	1.1711	1273	0.8289
4	128 m^3	1.1572	bird	Computer Engineering, Bioengineering, Applied Mathematics	1.3986	217	ice hockey	392 kg/s	996	884	tennis	0.7116	-0.1449	387	0.5575
3	407 m^3	0.0795	chicken	Natural Language Processing	1.1258	1359	motor sports	940 kg/s	891	979	football	1.1075	1.0355	734	0.9019
4	159 m^3	1.281	bird	Applied Mathematics, Computer Science, Computer Engineering	0.9142	85	ice hockey	721 kg/s	1029	543	tennis	0.6354	-0.0826	435	0.5021
2	953 m^3	0.1439	ferret	Computer Game Design	0.8418	1350	ice hockey	774 kg/s	153	499	baseball	-0.073	0.7366	632	1.2238
1	809 m^3	0.7377	dog	Data Science	1.0345	301	track & field	226 kg/s	637	823	soccer	1.1665	0.6284	23	0.3358
1	1024 m^3	0.6465	PIG	Data Science	0.4239	41	boxing	1191 kg/s	885	814	soccer	1.1933	0.7529	143	0.5109
3	615 m^3	0.0667	chicken	Human Computer Interaction	0.5533	851	motor sports	833 kg/s	1177	914	motor sports	0.8089	1.281	974	1.6786
3	222 m^3	0.459	chicken	Human Computer Interaction	1.1094	1037	MOTOR SPORTS	765 kg/s	805	767	boxing	1.2516	1.1454	1149	0.8197
5	589 m^3	0.1741	rat	Robotics Engineering, Biotechnology	1.339	1010	running	277 kg/s	1457		track & field, badminton, golf	0.7501	0.5642	1079	1.1301
0	1350 m^3	0.4635	fish	Bioinformatics	1.3353	1043	volleyball	988 kg/s	908	360	soccer	0.6116	0.3017	740	1.2182
3	310 m^3	0.42	chicken	Natural Language Processing	1.0428	1203	motor sports	1056 kg/s	1360	759	boxing, football	1.1913	0.9075	1192	0.9252
2	1175 m^3	0.1464	ferret	Computer Game Design	1.2297	1382	baseball	842 kg/s	528	-187	volleyball	-0.0198	0.5636	591	1.2297
0	814 m^3	0.6171	cat	Bioinformatics	0.4781	1285	volleyball	754 kg/s	765	311	basketball	0.892	0.709	719	1.1057
3	171 m^3	-0.0429	chicken	Human Computer Interaction	0.9066	783	motor sports	1037 kg/s	700	767	motor sports, boxing	0.3207	0.8554	783	1.1178
1	956 m^3	0.9015	PIG	Data Science	0.1043	420	boxing	1014 kg/s	964	427	soccer	0.5839	0.6513	32	0.1745
1	423 m^3	0.9042	pig	Data Science	0.7966	803	boxing	843 kg/s	897	1157	soccer	0.9671	0.3813	356	0.1664
1	?	0.7522	dog	Data Science	0.1614	785	basketball	555 kg/s	712	930	soccer	1.0617	0.5795	67	0.3112
4	238 m^3	1.1746	reptile	Computer Engineering, Applied Mathematics	1.32	169	running	147 kg/s	1273	754	tennis	0.7244	0.359	726	0.6196
0	947 m^3	0.3732	rabbit	Computational Media, Bioinformatics	0.1594	895	volleyball	616 kg/s	906	-22	basketball	0.7095	0.1533	996	0.9179
5	527 m^3	0.5517	hamster	Technology and Information Management, Robotics Engineering, Electrical Engineering	1.7314	613	soccer	131 kg/s	910	1086	ice hockey	0.2085	1.0861	760	1.0741
4	-50 m^3	1.3108	bird	Applied Mathematics	0.8128	93	ice hockey	871 kg/s	1009	898	tennis	1.3501	-0.0012	445	0.7268
0	811 m^3	0.4442	cat	Computational Media	1.0452	1047	motor sports	1022 kg/s	579	-47	basketball	0.8977	0.1865	421	0.7093
4	303 m^3	0.8997	bird	Computer Science, Applied Mathematics	0.7335	318	ice hockey	191 kg/s	643	1064	tennis	1.0253	0.1432	422	0.7639
2	NULL	0.3677	ferret	Computer Game Design	0.8941	832	badminton	803 kg/s	897	-160	running	0.051	0.449	416	0.8125
2	1420 m^3	-0.0418	ferret	Computer Game Design	1.5239	1470	baseball	563 kg/s	403	437	running, volleyball	0.1045	1.0177	572	0.6839
3	634 m^3	-0.0394	chicken	Natural Language Processing	0.8677	456	motor sports	1207 kg/s	781	1118	motor sports	0.9024	0.7959	1307	0.6219
3	410 m^3	0.4398	chicken	Human Computer Interaction	0.8143	500	motor sports	1097 kg/s	436	1288	boxing, football	0.8977	0.5404	760	1.4207
5	838 m^3	0.8559	rat	Robotics Engineering, Technology and Information Management, Electrical Engineering, Biotechnology	0.7523	942	running	-187 kg/s	915	1275	badminton	0.3625	1.0809	821	1.0436
2	925 m^3	-0.0594	ferret	Computer Game Design	0.8817	1323	baseball	1420 kg/s	124	422	running	0.3544	0.6454	856	1.1085
1	764 m^3	1.2548	dog	Data Science	-0.002	622	track & field	675 kg/s	904	772	soccer	1.327	0.6882	380	0.1286
3	294 m^3	0.0251	chicken	Natural Language Processing	1.0113	934	motor sports	1216 kg/s	845	1249	motor sports, boxing	0.9926	0.7756	778	0.9454
5	847 m^3	0.6565	rat	Electrical Engineering, Biotechnology, Robotics Engineering	1.3477	886	running	-574 kg/s	842	877	track & field, badminton	0.3227	0.6952	N/A	0.9018
2	N/A	0.1411	ferret	Computer Game Design	1.2095	1095	baseball	879 kg/s	312	86	running, baseball	0.1085	0.566	596	1.6081
4	211 m^3	1.1797	bird	Computer Science, Computer Engineering, Applied Mathematics	0.2978	552	ice hockey	466 kg/s	758	791	tennis	1.0604	0.3073	804	1.1677
0	809 m^3	0.94	fish	Bioinformatics, Statistics	0.5547	744	golf	665 kg/s	875	527	basketball	0.8338	0.2901	840	0.9155
3	775 m^3	0.6546	Chicken	Natural Language Processing	1.2888	944	soccer	728 kg/s	793	821	motor sports	0.8595	1.264	980	1.0172
4	362 m^3	0.8824	reptile	Computer Engineering, Bioengineering, Applied Mathematics	0.9278	246	ice hockey	820 kg/s	?	776	baseball, volleyball	1.1599	-0.0818	250	1.0607
2	611 m^3	0.2135	ferret	Data Science	0.572	1103	motor sports	697 kg/s	534	473	baseball, running	0.5469	0.8422	463	
2	740 m^3	0.0735	guinea pig	Computer Game Design	0.7255	1302	baseball	1035 kg/s	-31	311	baseball, volleyball	-0.0645	0.7836	295	0.6071
2	847 m^3	-0.0265	ferret	Computer Game Design	1.0501	806	badminton	924 kg/s	545	988	baseball, volleyball	0.4005	0.9352	1116	0.8646
1	1189 m^3	0.7995	pig	Data Science	0.3178	718	basketball	716 kg/s	560	816	soccer	0.6963	0.4617	352	0.2806
1	923 m^3	0.8542	dog	Data Science	-0.0248	74	basketball	985 kg/s	963	937	soccer	0.6857	0.4226	346	-0.0583
5	726 m^3	0.8316	hamster	Robotics Engineering, Electrical Engineering, Games and Playable Media, Biotechnology	1.3182	640	tennis	-184 kg/s	1132	1250	track & field, ice hockey, golf	0.5389	0.9046	901	1.4548
4	304 m^3	1.0602	reptile	Bioengineering	0.7212	-172	ice hockey	698 kg/s	933	1081	tennis	1.2859	0.4124	283	0.7654
3	418 m^3	0.1782	chicken	Natural Language Processing	0.8086	946	motor sports	656 kg/s	521	713	motor sports	1.0011	1.0099	1225	0.7984
2	861 m^3	0.1449	ferret	Computer Game Design	0.8363	1156	baseball	807 kg/s	605	328	running, volleyball	-0.0618	1.1453	1321	0.9818
4	144 m^3	1.2285	reptile	Computer Science, Computer Engineering	0.6066	22	ice hockey	155 kg/s	1403	1299	tennis	1.243	-0.082	766	0.3141
0	1092 m^3	0.5583	Fish	Computational Media	0.7661	1124		1114 kg/s	624	-18	basketball	0.9987	-0.0208	689	0.9444
5	1166 m^3	0.6865	hamster	Robotics Engineering, Electrical Engineering, Technology and Information Management, Games and Playable Media	0.8458	684	running	5 kg/s	877	1173	track & field, golf	0.4959	0.8921	1055	1.1878
1	722 m^3	1.2476	dog	Computational Media, Bioinformatics	0.9516	666	boxing	814 kg/s	963	783	soccer	1.4618	0.5432	495	-0.0998
1	743 m^3	1.1716	dog	Data Science	-0.1982	336	ice hockey	529 kg/s	1030	666	soccer	0.4857	0.9688	219	-0.1602
5	447 m^3	0.4199	rat	Technology and Information Management, Games and Playable Media	0.6684	598	running	85 kg/s	1115	906	badminton	0.4504	1.0332	1134	0.9037
4	127 m^3	1.2126	reptile	Bioengineering	0.0748	402	ice hockey	927 kg/s	964	1251	TENNIS	0.918	-0.5707	294	0.7173
0	1178 m^3	0.3104	rabbit	Statistics	0.4486	576	volleyball	832 kg/s	669	110	basketball	1.1005	0.9506	688	1.0595
3	107 m^3	0.2202	chicken	Natural Language Processing	1.0532	1078	motor sports	1216 kg/s	1186	370	motor sports, football	1.1545	0.5692	471	0.6558
2	1258 m^3	0.4331	ferret	Computer Game Design	1.1791	1040	badminton	1123 kg/s	842	248	running	0.4421	0.9057	608	0.5742
0	720 m^3	0.5456	rabbit	Computational Media, Bioinformatics	0.6222	799	golf	1074 kg/s	1188	-96	basketball	0.2737	0.5067	429	1.0966
3	571 m^3	0.4062	chicken	Natural Language Processing	1.4594	1393	motor sports	929 kg/s	1501	1095	boxing	1.1182	1.1207	746	1.08
2	856 m^3	0.1184	ferret	Computer Game Design	0.9403	860	baseball	626 kg/s	-40	745	running, volleyball	0.3363	1.117	588	1.104
3	481 m^3	0.4074	chicken	Human Computer Interaction	0.5719	1024	motor sports	1174 kg/s	1266	1036	motor sports, football	0.782	0.9167	797	0.5901
0	1208 m^3	0.4361	cat	Computational Media, Bioinformatics	0.9692	689	golf	882 kg/s	697	-93	basketball	0.9841	0.1505	353	0.7658
2	1230 m^3	-0.0088	ferret	Computer Game Design	0.7355	1294	badminton	977 kg/s	189	455	baseball	0.4267	0.696	936	0.3768
4	-173 m^3	1.0989	bird	Computer Engineering	1.1857	381	ice hockey	423 kg/s	1172	847	tennis	0.499	-0.0236	547	0.7845
2	855 m^3	-0.1595	ferret	Computer Game Design	1.0767	929	baseball	1350 kg/s	786	955	baseball	-0.0501	1.0103	318	0.8288
4	320 m^3	1.0399	bird	Computer Science	0.9611	241	ice hockey	520 kg/s	1006	604	tennis	0.9196	-0.0007	778	0.8975
0	951 m^3	0.3096	rabbit	Computational Media	0.8855	742	golf	882 kg/s	1338	-505	basketball	0.986	0.5389	484	1.2077
5	570 m^3	0.9125	fish	technology and information management	1.6435	750	running	170 kg/s	1401	1234	track & field, badminton	0.7155	0.8145	569	0.7384
5	895 m^3	0.8079	rat	Biotechnology, Technology and Information Management, Electrical Engineering, Robotics Engineering	0.3389	778	soccer	72 kg/s	1116	958	golf, badminton, track & field	0.2714	0.7276	812	1.2402
1	916 m^3	0.5835	chicken	Data Science	0.5855	312	boxing	856 kg/s	687	1274	SOCCER	0.7826	0.5198	249	-0.1198
2	995 m^3	-0.1352	chicken	Computer Game Design	1.2078	1049	badminton	1159 kg/s	12	31	running, baseball	0.3819	0.6277	694	1.2169
4	-149 m^3	0.7029	reptile	bIOENGINEERING	0.4773	-125	ice hockey	1020 kg/s	462	760	tennis	0.5425	-0.098	837	0.5039
4	-124 m^3	1.3744	reptile	Bioengineering, Computer Engineering, Applied Mathematics	0.4231	340	ice hockey	572 kg/s	1055	892	tennis	1.1853	-0.0447	631	1.0505
5	970 m^3	0.9901	ferret	Robotics Engineering, Electrical Engineering, Biotechnology, Games and Playable Media	N/A	643	ice hockey	464 kg/s	327	1603	badminton	0.4672	0.7145	933	0.8432
0	1010 m^3	0.5938	cat	Statistics, Bioinformatics	0.7354	580	volleyball	892 kg/s	672	517	basketball	1.0455	0.406	828	1.0968
0	1169 m^3	0.5961	dog	Bioinformatics	0.8279	790	volleyball	1307 kg/s	513	-162	basketball	1.2266	0.4451	441	0.6687
3	105 m^3	0.3748	chicken	Natural Language Processing	0.6841	1230	motor sports	732 kg/s	1008	966	motor sports	0.9836	0.5022	1158	1.3462
2	736 m^3	0.1546	ferret	Computer Game Design	1.0529	736	baseball	1027 kg/s	13	-60	volleyball	-0.2308	0.6748	655	1.2965
0	943 m^3	0.5751	rabbit	Computer Game Design	0.7934	1307	track & field	1312 kg/s	1177	-165	basketball	1.1682	0.1662	929	0.9223
4	127 m^3	1.1379	bird	Bioengineering	1.3822	-236	ice hockey	116 kg/s	815	1805	tennis	0.7759	0.4141	663	0.6435
0	1185 m^3	0.3626	cat	Bioinformatics	0.9996	615	golf	1007 kg/s	1197	150	basketball	1.095	0.6724	698	1.2599
2	986 m^3	0.3605	ferret	Computer Game Design	0.6429	1053	badminton	628 kg/s	104	790	volleyball	-0.3117	1.0044	685	0.8696
1	909 m^3	1.0128	n/a	Technology and Information Management, Electrical Engineering, Robotics Engineering, Games and Playable Media	-0.0344	859	boxing	545 kg/s	417	299	soccer	0.543	0.1279	NULL	0.235
3	663 m^3	0.6961	chicken	Natural Language Processing	1.3676	1133	motor sports	927 kg/s	798	830	boxing, motor sports	1.4753	0.7849	1071	0.3581
5	693 m^3	0.8719	hamster	Games and Playable Media, Technology and Information Management, Electrical Engineering, Robotics Engineering	0.5511	691	motor sports	146 kg/s	1494	1102	golf, ice hockey, track & field	0.552	1.0622	1012	1.1648
3	253 m^3	0.4587	chicken	Human Computer Interaction	0.746	974	motor sports	1308 kg/s	337	915	boxing, football	1.0871	0.8369	889	1.1877
2	1421 m^3	-0.0439	ferret	Computer Game Design	1.7677	659	running	1469 kg/s	169	357	running	-0.4006	0.7539	444	0.8387
0	1240 m^3	0.4226	chicken	Statistics, Bioinformatics	0.4304	886	golf	730 kg/s	919	62	basketball	1.1022	0.6888	399	1.4059
1	836 m^3	1.3092	dog	Data Science	0.3273	858	basketball	1427 kg/s	1482	1173	SOCCER	0.942	0.3019	-185	0.1468
4	369 m^3	0.8185	bird	Bioengineering, Applied Mathematics	1.3329	206	ice hockey	974 kg/s	1073	1005	tennis	0.8799	-0.0637	651	0.2148
5	617 m^3	0.4806	hamster	Games and Playable Media	0.8871	555	football	-319 kg/s	516	1150	badminton, track & field, golf	0.5846	0.5728	1083	1.3954
3	244 m^3	0.2309	chicken	n/a	0.821	903	motor sports	1239 kg/s	706	1192	football	1.2494	0.554	883	0.5481
3	175 m^3	0.3712	chicken	Natural Language Processing	1.0805	1371	motor sports	922 kg/s	858	1161	tennis	1.2745	1.0227	711	0.4792
4	447 m^3	1.0689	reptile	Bioengineering, Computer Science	0.7671	27	ice hockey	226 kg/s	1032	1229	TENNIS	1.0474	0.1959	824	0.8206
0	949 m^3	0.5777	cat	Statistics, Bioinformatics	0.368	1047	volleyball	918 kg/s	932	-25	basketball	0.8717	0.9285	368	1.1821
5	1053 m^3	0.9059	guinea pig	Biotechnology, Robotics Engineering, Electrical Engineering, Games and Playable Media	0.8325	888	football	172 kg/s	536	841	badminton	0.5388	1.0062	799	0.8436
4	-59 m^3	1.0363	reptile	Computational Media, Bioinformatics	1.2201	214	ice hockey	340 kg/s	None	462	tennis	0.7389	0.2483	913	0.8944
5	856 m^3	0.8477	guinea pig	Biotechnology	1.5611	753	tennis	-33 kg/s	1009	1252	golf	0.1351	0.8127	1386	0.6107
4	-98 m^3	0.8488	bird	Bioengineering, Computer Engineering, Applied Mathematics	0.5015	227	ice hockey	559 kg/s	407	842	tennis	1.0339	-0.0624	788	1.0699
2	1413 m^3	0.2279	ferret	Computer Game Design	0.5059	1032	badminton	980 kg/s	519	203	basketball	0.4447	0.6481	1109	0.9727
2	1178 m^3	0.573	ferret	Computer Game Design	0.9599	1023	motor sports	1124 kg/s	567	767	running, baseball	0.2671	0.7604	1379	0.4507
2	1013 m^3	0.0805	ferret	Computer Game Design	0.9325	1266	baseball	1294 kg/s	-181	553	baseball	-0.1235	0.9634	474	1.1289
5	600 m^3	0.9723	hamster	Games and Playable Media	0.9338	1014	football	-25 kg/s	644	1461	track & field, ice hockey, golf	0.354	0.8928	961	0.9644
3	136 m^3	0.4877	chicken	Natural Language Processing	0.4183	742	motor sports	1161 kg/s	633	750	Tennis	1.013	0.8179	892	0.5374
2	1140 m^3	0.193	chicken	Computer Game Design	0.9415	724	badminton	701 kg/s	14	-213	baseball, volleyball	0.282	0.7199	363	0.7338
1	1223 m^3	0.808	pig	Data Science	0.4299	1170	track & field	1219 kg/s	1003	664	soccer	1.324	1.1046	299	0.3446
